RefSeq.mRNA.ID	length	RPKM	t5	Transcript.stable.ID	Gene.stable.ID	name
NM_018299	4057	5.44	2.38095238095238	ENST00000602593	ENSG00000104343	UBE2W
NM_018301	1689	8.79	3.27868852459016	ENST00000372479	ENSG00000089682	RBM41
NM_018302	1935	2.09	3.2258064516129	ENST00000284437	ENSG00000154274	C4orf19
NM_018303	4458	12.36	3.77358490566038	ENST00000230449	ENSG00000112685	EXOC2
NM_018304	1317	30.33	7.11111111111111	ENST00000262293	ENSG00000068489	PRR11
NM_018307	3309	10.17	4.53333333333333	ENST00000333942	ENSG00000126858	RHOT1
NM_018309	2065	8.78	3.38983050847458	ENST00000344949	ENSG00000036054	TBC1D23
NM_018310	1978	19.46	2.22222222222222	ENST00000220659	ENSG00000104221	BRF2
NM_018312	4979	51.93	4.25	ENST00000265636	ENSG00000110075	PPP6R3
NM_018313	7545	9.38	8.52173913043478	ENST00000394830	ENSG00000163939	PBRM1
NM_018314	2136	4.92	5.90476190476191	ENST00000543987	ENSG00000151116	UEVLD
NM_018315	3896	8.96	2.24719101123596	ENST00000393956	ENSG00000109670	FBXW7
NM_018316	3122	11.9	2.29885057471264	ENST00000300976	ENSG00000167487	KLHL26
NM_018317	1924	2.15	2.63157894736842	ENST00000264866	ENSG00000109680	TBC1D19
NM_018318	2352	5.82	2.63157894736842	ENST00000381259	ENSG00000123106	CCDC91
NM_018319	3763	19.18	3.27868852459016	ENST00000335725	ENSG00000042088	TDP1
NM_018320	2306	23.81	5.66666666666667	ENST00000361756	ENSG00000137522	RNF121
NM_018321	1303	96.44	2.8169014084507	ENST00000336767	ENSG00000113460	BRIX1
NM_018322	1920	10.5	4.76923076923077	ENST00000229903	ENSG00000112167	SAYSD1
NM_018323	3458	2.67	5.4	ENST00000264864	ENSG00000038210	PI4K2B
NM_018325	3246	1.6	2.66666666666667	ENST00000380003	ENSG00000147894	C9orf72
NM_018328	5325	1.44	4.75	ENST00000407073	ENSG00000204406	MBD5
NM_018330	3417	12.28	3.125	ENST00000615301	ENSG00000187164	SHTN1
NM_018332	2918	20.14	8	ENST00000302243	ENSG00000168872	DDX19A
NM_018335	1794	3.33	2.98507462686567	ENST00000442396	ENSG00000022976	ZNF839
NM_018337	2059	16.54	3.7037037037037	ENST00000337080	ENSG00000167685	ZNF444
NM_018338	3260	2.63	2.4390243902439	ENST00000295868	ENSG00000206530	CFAP44
NM_018339	2712	10.21	8.13793103448276	ENST00000376736	ENSG00000135002	RFK
NM_018340	2845	6.51	3.63636363636364	ENST00000381774	ENSG00000103381	CPPED1
NM_018341	2078	2.92	2.56410256410256	ENST00000616801	nan	nan
NM_018341	2078	2.92	2.56410256410256	ENST00000366773	ENSG00000130023	ERMARD
NM_018342	3055	2.24	3.7037037037037	ENST00000296529	ENSG00000164124	TMEM144
NM_018343	1832	21.06	2.66666666666667	ENST00000283109	ENSG00000058729	RIOK2
NM_018344	2243	12.47	3.125	ENST00000373189	ENSG00000198246	SLC29A3
NM_018346	2499	24.56	4.44444444444444	ENST00000258955	ENSG00000136444	RSAD1
NM_018347	1832	8.16	2.94117647058824	ENST00000615891	ENSG00000125843	AP5S1
NM_018348	3970	4.93	2.06185567010309	ENST00000434935	ENSG00000180917	CMTR2
NM_018349	2637	21.88	2.98507462686567	ENST00000357742	ENSG00000140563	MCTP2
NM_018351	4996	1.69	2.7027027027027	ENST00000343958	ENSG00000180263	FGD6
NM_018352	1748	12.2	2.73972602739726	ENST00000358572	ENSG00000198498	TMA16
NM_018353	4584	7.49	2.98507462686567	ENST00000310806	ENSG00000129534	MIS18BP1
NM_018356	2719	33.47	7	ENST00000325366	ENSG00000082213	C5orf22
NM_018357	2065	1.96	3.7037037037037	ENST00000299213	ENSG00000166173	LARP6
NM_018358	2547	34.97	4.15384615384615	ENST00000429586	ENSG00000161204	ABCF3
NM_018359	1559	9.53	13.0909090909091	ENST00000264689	ENSG00000109775	UFSP2
NM_018360	2045	58.75	2.77777777777778	ENST00000380122	ENSG00000086712	TXLNG
NM_018361	5535	10.14	3.44827586206897	ENST00000285518	ENSG00000155189	AGPAT5
NM_018361	5535	10.14	3.44827586206897	ENST00000646327	nan	nan
NM_018362	4729	20.51	5.52380952380952	ENST00000278193	ENSG00000148943	LIN7C
NM_018363	2107	4.67	4	ENST00000371947	ENSG00000184719	RNLS
NM_018364	6604	3.74	2.08333333333333	ENST00000261441	ENSG00000081019	RSBN1
NM_018366	1546	3.61	2.7027027027027	ENST00000320776	ENSG00000186222	BLOC1S4
NM_018367	3473	6.38	3.84615384615385	ENST00000532485	ENSG00000078124	ACER3
NM_018368	2076	5.39	11.741935483871	ENST00000649934	ENSG00000168216	LMBRD1
NM_018369	2484	25.45	4.21052631578947	ENST00000265036	ENSG00000035499	DEPDC1B
NM_018370	3553	7.55	4.70588235294118	ENST00000258534	ENSG00000136048	DRAM1
NM_018371	3877	14.46	3.03030303030303	ENST00000332246	ENSG00000147408	CSGALNACT1
NM_018372	3349	11.09	2.63157894736842	ENST00000369763	ENSG00000121931	LRIF1
NM_018373	1354	5.55	6.82352941176471	ENST00000256366	ENSG00000213463	SYNJ2BP
NM_018374	6456	1.11	8.95238095238095	ENST00000396667	ENSG00000106460	TMEM106B
NM_018375	3038	20.71	10.8717948717949	ENST00000336643	ENSG00000029364	SLC39A9
NM_018378	1618	1.78	2.5	ENST00000258200	ENSG00000135722	FBXL8
NM_018379	4043	1.69	6.04651162790698	ENST00000361936	ENSG00000143409	MINDY1
NM_018380	2786	15.9	2.24719101123596	ENST00000332395	ENSG00000182810	DDX28
NM_018381	1911	1.91	4.55555555555556	ENST00000253110	ENSG00000130813	SHFL
NM_018383	6299	19.06	3.125	ENST00000322313	ENSG00000136709	WDR33
NM_018385	3290	30.68	5.6551724137931	ENST00000265245	ENSG00000041802	LSG1
NM_018386	1786	130.07	4.88888888888889	ENST00000337344	ENSG00000126226	PCID2
NM_018387	3019	12.21	5.6	ENST00000348403	ENSG00000165209	STRBP
NM_018388	2701	9.57	10.56	ENST00000370853	ENSG00000076770	MBNL3
NM_018389	2836	14.77	3.03030303030303	ENST00000314134	ENSG00000181830	SLC35C1
NM_018392	3353	1.69	3.03030303030303	ENST00000505019	ENSG00000138658	ZGRF1
NM_018393	2479	14.13	3.57142857142857	ENST00000334274	ENSG00000176148	TCP11L1
NM_018394	2568	15.55	3.44827586206897	ENST00000273359	ENSG00000144827	ABHD10
NM_018396	2192	11.92	3.44827586206897	ENST00000262432	ENSG00000165055	METTL2B
NM_018397	2162	9.59	5.07692307692308	ENST00000315251	ENSG00000016391	CHDH
NM_018398	3689	8.99	2.5974025974026	ENST00000474759	ENSG00000157445	CACNA2D3
NM_018401	3224	3.23	3.38983050847458	ENST00000282908	ENSG00000152953	STK32B
NM_018403	2054	34.58	3.03030303030303	ENST00000610213	ENSG00000272886	DCP1A
NM_018404	2757	4.41	6.10526315789474	ENST00000330889	ENSG00000184060	ADAP2
NM_018405	861	33.06	11.6923076923077	ENST00000302362	ENSG00000172301	COPRS
NM_018410	3065	47.54	2.32558139534884	ENST00000411486	ENSG00000123485	HJURP
NM_018411	4981	43.48	7.33333333333333	ENST00000312841	ENSG00000168453	HR
NM_018412	2970	27.55	3.50877192982456	ENST00000393451	ENSG00000004866	ST7
NM_018413	1687	24.65	2.66666666666667	ENST00000303694	ENSG00000171310	CHST11
NM_018416	5499	5.37	2.94117647058824	ENST00000162391	ENSG00000065970	FOXJ2
NM_018418	2011	1.48	2.56410256410256	ENST00000393545	ENSG00000042317	SPATA7
NM_018419	1718	1.74	2.7027027027027	ENST00000340356	ENSG00000203883	SOX18
NM_018421	3257	6.84	3.44827586206897	ENST00000375066	ENSG00000095383	TBC1D2
NM_018424	5578	5.86	3.50877192982456	ENST00000374557	ENSG00000095203	EPB41L4B
NM_018425	4185	12.29	3.7037037037037	ENST00000370631	ENSG00000155252	PI4K2A
NM_018426	3215	9.27	6.4	ENST00000323267	ENSG00000137216	TMEM63B
NM_018427	3762	21.52	5.05263157894737	ENST00000616334	nan	nan
NM_018427	3762	21.52	5.05263157894737	ENST00000198767	ENSG00000085721	RRN3
NM_018428	2065	27.53	7.05882352941176	ENST00000261708	ENSG00000108651	UTP6
NM_018433	4718	13.31	3.07692307692308	ENST00000312912	ENSG00000115548	KDM3A
NM_018434	1865	16.3	16.32	ENST00000521389	ENSG00000113269	RNF130
NM_018439	3683	1.75	2.94117647058824	ENST00000284202	ENSG00000154059	IMPACT
NM_018441	1863	1.7	21.8181818181818	ENST00000265322	ENSG00000115425	PECR
NM_018442	3303	17.35	9.41176470588235	ENST00000367843	ENSG00000143164	DCAF6
NM_018443	2665	2.02	2.40963855421687	ENST00000423823	ENSG00000089335	ZNF302
NM_018444	4215	2.76	2.06185567010309	ENST00000297598	ENSG00000164951	PDP1
NM_018445	1292	26.36	9.44444444444444	ENST00000526049	ENSG00000131871	SELENOS
NM_018446	2347	15.58	4.47058823529412	ENST00000266014	ENSG00000016864	GLT8D1
NM_018447	1109	19.14	11.5	ENST00000245046	ENSG00000125037	EMC3
NM_018448	5387	26.3	8.34285714285714	ENST00000545606	ENSG00000111530	CAND1
NM_018449	4299	39.37	4.53333333333333	ENST00000379238	ENSG00000137073	UBAP2
NM_018451	4387	5.25	2.98507462686567	ENST00000381884	ENSG00000151849	CENPJ
NM_018453	1340	14.26	3.77358490566038	ENST00000250454	ENSG00000129518	EAPP
NM_018454	2288	50.49	7.2	ENST00000414849	ENSG00000137804	NUSAP1
NM_018455	1405	33.65	5.41176470588235	ENST00000299572	ENSG00000166451	CENPN
NM_018457	1258	24.85	12.75	ENST00000429243	ENSG00000205352	PRR13
NM_018461	2105	22.51	3.17460317460317	ENST00000455566	ENSG00000175470	PPP2R2D
NM_018462	1197	31.92	16	ENST00000530758	ENSG00000254999	BRK1
NM_018463	2155	10.34	5.6	ENST00000228799	ENSG00000111203	ITFG2
NM_018464	925	25.24	8.36363636363636	ENST00000333926	ENSG00000122873	CISD1
NM_018465	927	3.53	3.27868852459016	ENST00000223864	ENSG00000107020	PLGRKT
NM_018466	1358	7.03	7.52	ENST00000371979	ENSG00000101901	ALG13
NM_018467	843	12.58	10.3636363636364	ENST00000263897	ENSG00000053501	USE1
NM_018469	5105	18.47	5.10344827586207	ENST00000258991	ENSG00000136478	TEX2
NM_018471	2140	50.28	3.38983050847458	ENST00000337859	ENSG00000065548	ZC3H15
NM_018473	753	26.26	8.57142857142857	ENST00000230048	ENSG00000112304	ACOT13
NM_018474	2144	9	3.03030303030303	ENST00000619189	ENSG00000088970	KIZ
NM_018475	1715	42.43	4.25	ENST00000381334	ENSG00000134851	TMEM165
NM_018477	1621	11.84	11.6571428571429	ENST00000254286	ENSG00000131966	ACTR10
NM_018478	1504	9.17	8	ENST00000372720	ENSG00000244274	DBNDD2
NM_018479	2271	11.55	10.0869565217391	ENST00000368291	ENSG00000093144	ECHDC1
NM_018480	1166	18.04	10.3529411764706	ENST00000358867	ENSG00000171204	TMEM126B
NM_018482	6042	15.3	3.27868852459016	ENST00000518721	ENSG00000153317	ASAP1
NM_018486	1743	23.58	2.66666666666667	ENST00000373573	ENSG00000147099	HDAC8
NM_018489	11784	10.86	3.33333333333333	ENST00000392403	ENSG00000116539	ASH1L
NM_018490	5211	36.32	3.27868852459016	ENST00000379214	ENSG00000205213	LGR4
NM_018492	1899	54.68	8.4	ENST00000301905	ENSG00000168078	PBK
NM_018502	1896	22.29	2.5974025974026	ENST00000394671	ENSG00000113119	TMCO6
NM_018509	2863	144.89	12.3157894736842	ENST00000225972	ENSG00000108829	LRRC59
NM_018518	4535	21.15	3.33333333333333	ENST00000378714	ENSG00000065328	MCM10
NM_018527	4266	5.9	3.17460317460317	ENST00000403412	ENSG00000172766	NAA16
NM_018530	1646	1.57	2.35294117647059	ENST00000394175	ENSG00000073605	GSDMB
NM_018534	6671	5.78	3.7037037037037	ENST00000272849	ENSG00000118257	NRP2
NM_018538	3485	4.56	3.84615384615385	ENST00000372514	ENSG00000164010	ERMAP
NM_018555	5165	3.34	2.35294117647059	ENST00000253144	ENSG00000130844	ZNF331
NM_018557	16557	1.69	2.85714285714286	ENST00000389484	ENSG00000168702	LRP1B
NM_018558	2000	16.3	6.42857142857143	ENST00000598523	ENSG00000268089	GABRQ
NM_018559	1431	2.9	8.93617021276596	ENST00000379151	ENSG00000133114	GPALPP1
NM_018561	3194	3.41	2.27272727272727	ENST00000373006	ENSG00000164663	USP49
NM_018566	6265	5.42	2.06185567010309	ENST00000315927	ENSG00000180667	YOD1
NM_018569	2835	10.24	3.2258064516129	ENST00000274000	ENSG00000138660	AP1AR
NM_018571	2174	1.64	13.2	ENST00000194530	ENSG00000082146	STRADB
NM_018590	3745	3.37	4.69565217391304	ENST00000374466	ENSG00000169826	CSGALNACT2
NM_018593	2488	3.72	8.11428571428571	ENST00000368851	ENSG00000112394	SLC16A10
NM_018602	3175	6.11	3.63636363636364	ENST00000394855	ENSG00000140403	DNAJA4
NM_018622	1423	47.06	10.0952380952381	ENST00000317096	ENSG00000175193	PARL
NM_018638	7101	3.35	3.77358490566038	ENST00000266517	ENSG00000139163	ETNK1
NM_018639	2833	31.82	18.6666666666667	ENST00000315436	ENSG00000176871	WSB2
NM_018641	2093	12.07	3.77358490566038	ENST00000618655	ENSG00000136213	CHST12
NM_018647	4283	6.15	3.33333333333333	ENST00000382258	ENSG00000127863	TNFRSF19
NM_018648	552	50.86	10.7368421052632	ENST00000328848	ENSG00000182117	NOP10
NM_018650	4638	6.53	3.07692307692308	ENST00000366917	ENSG00000116141	MARK1
NM_018651	3483	2.85	11.4285714285714	ENST00000626497	nan	nan
NM_018651	3483	2.85	11.4285714285714	ENST00000273320	ENSG00000196345	ZKSCAN7
NM_018653	2389	7.71	3.63636363636364	ENST00000392629	ENSG00000170412	GPRC5C
NM_018654	1038	1.48	4.33333333333333	ENST00000228887	ENSG00000111291	GPRC5D
NM_018656	2347	4.72	8	ENST00000398004	ENSG00000175782	SLC35E3
NM_018657	3178	7.41	2.1978021978022	ENST00000349841	ENSG00000085274	MYNN
NM_018660	4807	1.28	3.07692307692308	ENST00000344423	ENSG00000186918	ZNF395
NM_018664	980	11.61	5.33333333333333	ENST00000243440	ENSG00000123685	BATF3
NM_018668	2509	8.57	3.38983050847458	ENST00000333371	ENSG00000184056	VPS33B
NM_018669	2155	31.97	2.85714285714286	ENST00000398208	ENSG00000160193	WDR4
NM_018671	4035	20.69	9.77777777777778	ENST00000418476	ENSG00000140553	UNC45A
NM_018676	3054	1.45	3.125	ENST00000258613	ENSG00000136114	THSD1
NM_018677	2925	2.37	11.1578947368421	ENST00000360596	ENSG00000131069	ACSS2
NM_018682	6873	14.35	2.5974025974026	ENST00000257745	ENSG00000005483	KMT2E
NM_018683	2478	44.94	4	ENST00000244061	ENSG00000124226	RNF114
NM_018685	4786	28.73	6.72	ENST00000265748	ENSG00000011426	ANLN
NM_018686	1741	6.04	3.27868852459016	ENST00000229329	ENSG00000111726	CMAS
NM_018687	1240	1.32	2.77777777777778	ENST00000252453	ENSG00000130173	ANGPTL8
NM_018688	1863	19.47	2.56410256410256	ENST00000276416	ENSG00000147439	BIN3
NM_018691	2886	2.6	3.84615384615385	ENST00000351797	ENSG00000055147	FAM114A2
NM_018694	1402	13.28	3.7037037037037	ENST00000315580	ENSG00000182196	ARL6IP4
NM_018695	6916	7.46	4.30769230769231	ENST00000380943	ENSG00000112851	ERBIN
NM_018697	4353	8.22	6.66666666666667	ENST00000254770	ENSG00000132434	LANCL2
NM_018698	2692	2.93	15.6	ENST00000218004	ENSG00000101888	NXT2
NM_018699	2492	5.18	3.33333333333333	ENST00000264808	ENSG00000138738	PRDM5
NM_018700	4456	2.27	2.73972602739726	ENST00000282369	ENSG00000152503	TRIM36
NM_018702	3655	96.38	2.7027027027027	ENST00000381312	ENSG00000185736	ADARB2
NM_018703	6853	15.57	3.38983050847458	ENST00000348022	ENSG00000122257	RBBP6
NM_018704	4318	21.36	2.32558139534884	ENST00000271277	ENSG00000143079	CTTNBP2NL
NM_018706	5162	2.82	17.7391304347826	ENST00000263035	ENSG00000181192	DHTKD1
NM_018708	3844	32.44	2.56410256410256	ENST00000269856	ENSG00000141965	FEM1A
NM_018710	2266	5.11	5	ENST00000285419	ENSG00000155099	PIP4P2
NM_018714	3035	19.27	3.77358490566038	ENST00000299886	ENSG00000166685	COG1
NM_018715	4114	133.89	7.23076923076923	ENST00000375436	ENSG00000179051	RCC2
NM_018715	4114	133.89	7.23076923076923	ENST00000631021	nan	nan
NM_018717	7086	11.65	2.66666666666667	ENST00000509479	ENSG00000196782	MAML3
NM_018718	3526	11.76	6.48275862068965	ENST00000223208	ENSG00000106477	CEP41
NM_018719	2874	30.72	6.66666666666667	ENST00000406877	ENSG00000164649	CDCA7L
NM_018725	2072	15.37	8.41379310344828	ENST00000288167	ENSG00000056736	IL17RB
NM_018727	4415	3.8	3.03030303030303	ENST00000571088	ENSG00000196689	TRPV1
NM_018834	4031	94.34	19	ENST00000394805	ENSG00000015479	MATR3
NM_018835	2965	21.61	8.46153846153846	ENST00000423239	ENSG00000056586	RC3H2
NM_018837	3897	10.47	14.7272727272727	ENST00000359930	ENSG00000196562	SULF2
NM_018839	3644	19.2	7.14285714285714	ENST00000353088	ENSG00000088833	NSFL1C
NM_018840	1091	117.83	8.90909090909091	ENST00000344795	ENSG00000101084	RAB5IF
NM_018841	4399	29.11	10.7692307692308	ENST00000370982	ENSG00000172380	GNG12
NM_018842	2096	26.33	3.84615384615385	ENST00000005260	ENSG00000006453	BAIAP2L1
NM_018843	1515	6.62	3.07692307692308	ENST00000341119	ENSG00000075303	SLC25A40
NM_018844	2971	15.88	3.57142857142857	ENST00000640915	nan	nan
NM_018844	2971	15.88	3.57142857142857	ENST00000005259	ENSG00000075790	BCAP29
NM_018845	1316	20.38	14.7906976744186	ENST00000368404	ENSG00000169241	SLC50A1
NM_018846	3140	7.65	3.77358490566038	ENST00000409689	ENSG00000122550	KLHL7
NM_018847	4412	8.22	2.24719101123596	ENST00000359039	ENSG00000198642	KLHL9
NM_018848	2678	7.67	6.22222222222222	ENST00000399054	ENSG00000125863	MKKS
NM_018890	2413	44.35	11.2380952380952	ENST00000356142	ENSG00000136238	RAC1
NM_018912	4602	4.71	9.09090909090909	ENST00000517417	ENSG00000204956	PCDHGA1
NM_018913	4617	2.9	9.71428571428572	ENST00000398610	ENSG00000253846	PCDHGA10
NM_018914	4872	1.6	10.88	ENST00000398587	ENSG00000253873	PCDHGA11
NM_018915	4790	4.21	9.27272727272727	ENST00000394576	ENSG00000081853	PCDHGA2
NM_018916	4605	4.38	9.27272727272727	ENST00000253812	ENSG00000254245	PCDHGA3
NM_018917	4602	4.06	9.26315789473684	ENST00000571252	ENSG00000262576	PCDHGA4
NM_018918	4602	3.83	9.45454545454546	ENST00000518069	ENSG00000253485	PCDHGA5
NM_018919	4605	3.68	9.33333333333333	ENST00000517434	ENSG00000253731	PCDHGA6
NM_018920	4605	3.54	9.73913043478261	ENST00000518325	ENSG00000253537	PCDHGA7
NM_018921	4605	3.43	9.71428571428572	ENST00000573521	ENSG00000261934	PCDHGA9
NM_018922	4590	4.39	9.14285714285714	ENST00000523390	ENSG00000254221	PCDHGB1
NM_018923	4602	4.06	9.2	ENST00000522605	ENSG00000253910	PCDHGB2
NM_018924	4596	3.71	9.56521739130435	ENST00000576222	ENSG00000262209	PCDHGB3
NM_018925	4578	3.49	9.63636363636364	ENST00000617380	ENSG00000276547	PCDHGB5
NM_018926	4599	3.16	9.52380952380952	ENST00000520790	ENSG00000253305	PCDHGB6
NM_018927	4741	1.87	10.5	ENST00000398594	ENSG00000254122	PCDHGB7
NM_018941	4817	1.18	2.24719101123596	ENST00000619400	nan	nan
NM_018941	4817	1.18	2.24719101123596	ENST00000331222	ENSG00000182372	CLN8
NM_018943	2018	1.91	2.98507462686567	ENST00000330423	ENSG00000183785	TUBA8
NM_018944	1587	8.69	5.51724137931035	ENST00000290130	ENSG00000159055	MIS18A
NM_018945	5387	23	2.38095238095238	ENST00000308191	ENSG00000171408	PDE7B
NM_018946	1170	32	16.695652173913	ENST00000210444	ENSG00000095380	NANS
NM_018947	5518	8.35	9.88235294117647	ENST00000305786	ENSG00000172115	CYCS
NM_018948	3099	4.29	2.46913580246914	ENST00000377482	ENSG00000116285	ERRFI1
NM_018951	2648	14.61	2.66666666666667	ENST00000283921	ENSG00000253293	HOXA10
NM_018952	1686	6.69	2.56410256410256	ENST00000225648	ENSG00000108511	HOXB6
NM_018953	1613	7.47	5.64705882352941	ENST00000312492	ENSG00000172789	HOXC5
NM_018956	726	1.58	2.38095238095238	ENST00000350499	ENSG00000165698	SPACA9
NM_018959	2274	157.98	8.75	ENST00000233078	ENSG00000071626	DAZAP1
NM_018963	13003	2.67	2.63157894736842	ENST00000333229	ENSG00000185658	BRWD1
NM_018964	3098	10.52	2.89855072463768	ENST00000398341	ENSG00000160190	SLC37A1
NM_018972	3899	3.01	10.5454545454545	ENST00000220822	ENSG00000104381	GDAP1
NM_018975	2146	27.61	3.27868852459016	ENST00000300086	ENSG00000166848	TERF2IP
NM_018976	4861	81.94	2.56410256410256	ENST00000256689	ENSG00000134294	SLC38A2
NM_018979	7149	40.48	8.55172413793104	ENST00000315939	ENSG00000060237	WNK1
NM_018982	1876	6.37	9.04347826086957	ENST00000072644	ENSG00000058799	YIPF1
NM_018983	1280	18.69	4.61538461538461	ENST00000226796	ENSG00000109534	GAR1
NM_018984	4083	18.2	2.73972602739726	ENST00000326495	ENSG00000084112	SSH1
NM_018986	4239	9.42	2.94117647058824	ENST00000245105	ENSG00000125089	SH3TC1
NM_018988	3033	16.83	2.38095238095238	ENST00000379287	ENSG00000145990	GFOD1
NM_018992	2476	34.76	4.14814814814815	ENST00000301738	ENSG00000167977	KCTD5
NM_018993	4259	13.55	2.5	ENST00000255006	ENSG00000132669	RIN2
NM_018994	3011	12.56	2.94117647058824	ENST00000375592	ENSG00000037637	FBXO42
NM_018996	5318	2.03	3.33333333333333	ENST00000301624	ENSG00000078687	TNRC6C
NM_018997	939	19.62	3.7037037037037	ENST00000581066	ENSG00000266472	MRPS21
NM_018998	2387	36.22	8.22222222222222	ENST00000325285	ENSG00000159069	FBXW5
NM_018999	7676	2.91	3.44827586206897	ENST00000224756	ENSG00000107771	CCSER2
NM_019000	3259	2.57	3.27868852459016	ENST00000399793	ENSG00000154153	RETREG1
NM_019001	10092	2.55	5.06666666666667	ENST00000264951	ENSG00000114127	XRN1
NM_019002	3298	1.87	2.32558139534884	ENST00000272342	ENSG00000143971	ETAA1
NM_019005	3340	7.68	2.5974025974026	ENST00000340080	ENSG00000164654	MIOS
NM_019006	1709	15.81	4.16	ENST00000261749	ENSG00000086666	ZFAND6
NM_019007	1865	8.84	2.4390243902439	ENST00000361910	ENSG00000198960	ARMCX6
NM_019008	5730	31.16	3.33333333333333	ENST00000325301	ENSG00000100335	MIEF1
NM_019009	3615	12.65	2.73972602739726	ENST00000317204	ENSG00000078902	TOLLIP
NM_019012	4253	11.61	2.85714285714286	ENST00000299275	ENSG00000052126	PLEKHA5
NM_019013	1483	30.26	7.14285714285714	ENST00000572447	ENSG00000129195	PIMREG
NM_019014	5968	30.14	3.27868852459016	ENST00000263331	ENSG00000125630	POLR1B
NM_019015	3970	19.66	4.70588235294118	ENST00000035307	ENSG00000033100	CHPF2
NM_019018	1925	12.18	3.84615384615385	ENST00000274217	ENSG00000145569	OTULINL
NM_019020	3303	12.85	4.33333333333333	ENST00000310924	ENSG00000167291	TBC1D16
NM_019021	1466	2.76	2.98507462686567	ENST00000325636	ENSG00000180425	C11orf71
NM_019022	4767	3.4	2.8169014084507	ENST00000299608	ENSG00000166479	TMX3
NM_019023	2390	29.88	7.2	ENST00000441236	ENSG00000132600	PRMT7
NM_019024	6792	2.47	4.17391304347826	ENST00000233099	ENSG00000008869	HEATR5B
NM_019026	1421	50.8	11	ENST00000367881	ENSG00000143183	TMCO1
NM_019027	4020	16.9	4.125	ENST00000381795	ENSG00000163694	RBM47
NM_019028	2448	5.35	4.8	ENST00000446113	ENSG00000177054	ZDHHC13
NM_019030	4491	6.38	10	ENST00000251636	ENSG00000067248	DHX29
NM_019032	4209	1.3	2.73972602739726	ENST00000271643	ENSG00000143382	ADAMTSL4
NM_019034	2451	57.41	5.73333333333333	ENST00000267205	ENSG00000139725	RHOF
NM_019037	948	28.8	2.77777777777778	ENST00000316052	ENSG00000178896	EXOSC4
NM_019040	1584	9.56	3.7037037037037	ENST00000640961	ENSG00000109911	ELP4
NM_019041	2550	2.11	2.73972602739726	ENST00000367233	ENSG00000112031	MTRF1L
NM_019042	3484	37.12	5	ENST00000469408	ENSG00000091127	PUS7
